t,initial_BPD_ec_conc,initial_BPD_ic_conc,degradation,Ternary,all_Ternary,Dmax,total_target,total_target_ub,total_naked_ternary,total_ternary,total_bpd_ic,PROTAC,Kd_T_binary,kon_T_binary,kub,alpha
1.0,0.0005,0.0,90.57914937762995,0.018268375515097995,0.018927478576048016,99.00003242138602,3.623165975105198e-13,4.1997271936757673e-17,7.307350206039198e-17,7.570991430419207e-17,4.481968382887682e-15,ACBI1,9.26,36000.0,100,2.9470517025518097
1.0,0.0005,0.0,90.57910933064947,0.021871060263174234,0.022823319704000818,99.00009809599814,3.623164373225979e-13,5.0635452428475197e-17,8.748424105269693e-17,9.129327881600328e-17,4.478740395327943e-15,ACBI1,9.26,36000.0,100,3.5564803062231287
1.0,0.0005,0.0,90.57902692758351,0.026142766321484052,0.027516387562163205,99.00020046535829,3.623161077103341e-13,6.103589901119255e-17,1.045710652859362e-16,1.1006555024865282e-16,4.47483351293839e-15,ACBI1,9.26,36000.0,100,4.291934260128776
1.0,0.0005,0.0,90.57885854083145,0.03118994818807312,0.0331676278282306,99.00004815155249,3.623154341633258e-13,7.354924949742936e-17,1.2475979275229248e-16,1.326705113129224e-16,4.470102534901872e-15,ACBI1,9.26,36000.0,100,5.17947467923121
1.0,0.0005,0.0,90.57851736004908,0.03712843899484739,0.039969402253231326,99.00002187867494,3.623140694401963e-13,8.858965343382471e-17,1.4851375597938956e-16,1.5987760901292533e-16,4.4643703490698876e-15,ACBI1,9.26,36000.0,100,6.25055192527397
1.0,0.0005,0.0,90.5778331930701,0.044080886633936826,0.048151044676418994,99.00004075093393,3.623113327722804e-13,1.0664137643339899e-16,1.763235465357473e-16,1.92604178705676e-16,4.457420742001526e-15,ACBI1,9.26,36000.0,100,7.543120063354615
1.0,0.0005,0.0,90.57647836573221,0.05217237624173855,0.057985032303030565,99.00051714730911,3.6230591346292887e-13,1.2826188476611841e-16,2.086895049669542e-16,2.3194012921212227e-16,4.44898970057075e-15,ACBI1,9.26,36000.0,100,9.102981779915218
1.0,0.0005,0.0,90.57383571917808,0.061523696906301974,0.06979353711068488,98.99970856347245,3.622953428767123e-13,1.5407731492780295e-16,2.460947876252079e-16,2.791741484427395e-16,4.438755118576636e-15,ACBI1,9.26,36000.0,100,10.985411419875584
1.0,0.0005,0.0,90.56877328697658,0.07224170758807939,0.0839547910166364,98.99637909296627,3.622750931479063e-13,1.8476364454092272e-16,2.889668303523176e-16,3.3581916406654563e-16,4.426325118269807e-15,ACBI1,9.26,36000.0,100,13.257113655901081
1.0,0.0005,0.0,90.55927984031696,0.08440635944665428,0.10090809009332707,99.00111684135801,3.622371193612679e-13,2.2100361451921248e-16,3.3762543778661714e-16,4.036323603733083e-16,4.4112258494729925e-15,ACBI1,9.26,36000.0,100,15.998587196060573
1.0,0.0005,0.0,90.5419148209067,0.09805421455928297,0.12115523054735677,99.05605718094189,3.621676592836268e-13,2.634063540324007e-16,3.9221685823713186e-16,4.846209221894271e-16,4.3928908828484096e-15,ACBI1,9.26,36000.0,100,19.306977288832496
1.0,0.0005,0.0,90.51105141935506,0.1131588759558742,0.14525460570089074,99.01970429006504,3.6204420567742026e-13,3.123758720880668e-16,4.526355038234968e-16,5.81018422803563e-16,4.370656428697576e-15,ACBI1,9.26,36000.0,100,23.29951810515372
1.0,0.0005,0.0,90.45796459701621,0.1296097576771765,0.1738022266425127,99.02487965981717,3.618318583880649e-13,3.679199621634152e-16,5.18439030708706e-16,6.952089065700509e-16,4.343769642833822e-15,ACBI1,9.26,36000.0,100,28.11768697974228
1.0,0.0005,0.0,90.36995281084981,0.14719220530041283,0.2073922680357413,99.06605011144049,3.6147981124339924e-13,4.294076054630418e-16,5.887688212016513e-16,8.295690721429653e-16,4.3114206040882425e-15,ACBI1,9.26,36000.0,100,33.93221771895326
1.0,0.0005,0.0,90.22986791660041,0.16557406216590892,0.24655003443424914,99.0551525849624,3.609194716664017e-13,4.95313879710939e-16,6.622962486636357e-16,9.862001377369966e-16,4.272810217114502e-15,ACBI1,9.26,36000.0,100,40.94915062380423
1.0,0.0005,0.0,90.01658386322582,0.18430576767377316,0.29163496903209724,99.04740711496365,3.600663354529033e-13,5.630322824535868e-16,7.372230706950927e-16,1.1665398761283888e-15,4.227262767391332e-15,ACBI1,9.26,36000.0,100,49.417133613238335
1.0,0.0005,0.0,89.70691330547085,0.20284152527657648,0.34272242979269824,98.81238846465654,3.588276532218834e-13,6.288668023160236e-16,8.11366101106306e-16,1.370889719170793e-15,4.174379288490492e-15,ACBI1,9.26,36000.0,100,59.63623316594643
1.0,0.0005,0.0,89.27913138464088,0.22058596753212864,0.39948899729606946,99.21564880634564,3.571165255385635e-13,6.883083530338894e-16,8.823438701285146e-16,1.597955989184278e-15,4.1142059855070744e-15,ACBI1,9.26,36000.0,100,71.96856730011514
1.0,0.0005,0.0,88.71758539349528,0.23696297304481023,0.4611397115644568,99.40384154004995,3.5487034157398117e-13,7.366253183904458e-16,9.47851892179241e-16,1.8445588462578272e-15,4.047368690165882e-15,ACBI1,9.26,36000.0,100,86.85113737513521
1.0,0.0005,0.0,88.01713628688009,0.25149290272833225,0.5264154777069664,99.52759607824288,3.5206854514752033e-13,7.696657361327627e-16,1.0059716109133291e-15,2.1056619108278658e-15,3.975115893367759e-15,ACBI1,9.26,36000.0,100,104.81131341546853
1.0,0.0005,0.0,87.18587334341848,0.2638572399355471,0.5936979064355837,137.3360992836674,3.487434933736739e-13,7.846433966466265e-16,1.0554289597421885e-15,2.374791625742335e-15,3.899233293616348e-15,ACBI1,9.26,36000.0,100,126.48552168552958
1.0,0.0005,0.0,86.2449995026247,0.2739313502478615,0.6611936074145776,40.12438989088211,3.449799980104988e-13,7.806483804095164e-16,1.0957254009914461e-15,2.64477442965831e-15,3.8218385050260956e-15,ACBI1,9.26,36000.0,100,152.6417967175232
